,brand,family,reference,name,produced,limited,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,movementType,movementBrand,movementCaliber,movementDisplay,movementDiameter,movementJewels,movementReserve,movementFrequency,movementTime,description,imageLink,imagePath
652,Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Military / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-109w-56.jpg,images_latest/r4531012-bb70-109w-56.jpg
653,Bell & Ross,Instruments,,BR 03 92 Type Aviation  Steel,2009,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Quartz,ETA,988.333,Analog/ Digital,22.00 mm,7.0,,,"Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (adjustable), Hours, Minutes, Seconds","The BR 03 Type Aviation is a symbolic and utilitarian watch which responds to the specific requirements of fighter pilots. It is fitted with a graduated bidirectional bezel and an ultra-precise multifunctional quartz movement.
The present example features a stainless steel case, black dial with Arabic numerals and a stainless steel bracelet.
Reference BR0392-AVIA-ST/SST",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392aviastsst-22.jpg,images_latest/br0392aviastsst-22.jpg
654,Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-740p-a20d-1-4d.png,images_latest/a4531012-g751-740p-a20d-1-4d.png
655,Audemars Piguet,Millenary,,Millenary Tourbillon White Gold / Diamond,2017,No,White gold,Sapphire,Open,Oval,39.50 mm,9.80 mm,20.00 mm,Paved,,Arabic Numerals,Alpha,Handwound,Audemars Piguet,AP 2940,Analog,30.10 mm,19.0,72 h,21600 bph,"Hours, Minutes","Hand-wound watch 18-carat white gold case, entirely set with diamonds, glareproofed sapphire crystal and caseback, crown set with a rose-cut diamond, water-resistant to 20 m.

Reference 26354BC.ZZ.D204CR.01 has a diamond dial and is fitted a white alligator strap",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/26354bc-zz-d204cr-01-a9.png,images_latest/26354bc-zz-d204cr-01-a9.png
656,Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Calf / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-438x-r20d-1-e1.png,images_latest/r4531012-bb70-438x-r20d-1-e1.png
657,Breitling,Transocean,,Transocean Chronograph 1461 Red Gold / Black / Calf,,"Yes, 100 units",Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r1931012-bc20-435x-c6.jpg,images_latest/r1931012-bc20-435x-c6.jpg
658,Audemars Piguet,Jules Audemars,,Jules Audemars 15180 Extra-Thin Pink Gold / Silver Guilloche,,No,Pink gold,Sapphire,Open,Round,41.00 mm,6.70 mm,,Silver,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2120,Analog,28.40 mm,36.0,40 h,19800 bph,"Hours, Minutes",The Jules Audemars 15180OR.OO.A102CR.01 has a pink gold case and a silver dial with applied hour markers and a guilloche sunray pattern. It is powered by the self-winding caliber 2120 and strapped to the wrist by means of a gloss 'large square scale' alligator strap.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/15180or-oo-a102cr-01-44.png,images_latest/15180or-oo-a102cr-01-44.png
659,Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-738p-a20d-1-67.png,images_latest/a4531012-bb69-738p-a20d-1-67.png
660,Audemars Piguet,Jules Audemars,,Jules Audemars 26003 Equation of Time Pink Gold / Silver,,No,Pink gold,Sapphire,Open,Round,43.00 mm,11.70 mm,,Black,,Roman Numerals,Feuille,Automatic,Audemars Piguet,AP 2120 / 2808,Analog,28.20 mm,41.0,40 h,19800 bph,"Hours, Minutes","The Jules Audemars reference 26003OR.OO.D002CR.01 has a pink gold case (43mm) and a black dial with Roman numerals. It is powered by the selfwinding caliber 2120 with module 2808 - the latter provides it with a perpetual calendar with equation of time, and sunrise & -set times.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26003or-oo-d002cr-01-a5.png,images_latest/26003or-oo-d002cr-01-a5.png
661,Breitling,Transocean,,Transocean Date Stainless Steel / Black / Calf / Pin,2011 - 2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B10,Analog,25.60 mm,21.0,42 h,28800 bph,"Hours, Minutes, Seconds","Transocean

The Transocean reinterprets the pure design of the classic 1950s and 60s in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.



REF. A1036012.BA91.435X",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1036012ba91435x-5b.jpg,images_latest/a1036012ba91435x-5b.jpg
662,Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Croco / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-739p-ae.jpg,images_latest/a4531012-g751-739p-ae.jpg
663,Breitling,Transocean,,Transocean Chronograph 1461 Stainless Steel / Black / Military / Pin,,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1931012-bb68-106w-ae.jpg,images_latest/a1931012-bb68-106w-ae.jpg
664,Audemars Piguet,Jules Audemars,,Jules Audemars 15180 Extra-Thin Pink Gold / Silver,,No,Pink gold,Sapphire,Open,Round,41.00 mm,6.70 mm,,Silver,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2120,Analog,28.40 mm,36.0,40 h,19800 bph,"Hours, Minutes",The Jules Audemars 15180OR.OO.A088CR.01 has a pink gold case and a silver dial with applied hour markers. It is powered by the self-winding caliber 2120.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/15180or-oo-a088cr-01-94.png,images_latest/15180or-oo-a088cr-01-94.png
665,Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Calf / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-438x-r20d-1-54.png,images_latest/r4531012-g752-438x-r20d-1-54.png
666,Bell & Ross,Instruments,,BR 03-92 Desert Type,,"Yes, 250 units",Stainless steel,Sapphire,Closed,Square,42.00 mm,,22.00 mm,Beige,,Mixed,Sword,Automatic,Sellita,SW300-1,Analog,25.60 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","Bell & Ross BR 03-92 Desert TypeLimited Edition of 250 pieces 
To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392deserttype-79.png,images_latest/br0392deserttype-79.png
667,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Bracelet,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-154a-f5.jpg,images_latest/ab015212-bf26-154a-f5.jpg
668,Breitling,Transocean,,Transocean Chronograph Unitime Stainless Steel / Black / Croco,2012,No,Stainless steel,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56.0,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab0510u4-bb62-760p-91.jpg,images_latest/ab0510u4-bb62-760p-91.jpg
669,Bell & Ross,Instruments,,BR 03 92 Horolum,2017,"Yes, 500 units",Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Grey,,Mixed,Sword,Automatic,Bell & Ross,BR-CAL.302,Analog,25.60 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.

The BR 03 'Horoloum' was added to the collection in 2017. It features a grey dial with SuperLuminova visible through a number of cut-outs - the so-called 'sandwich' construction. The case is beadblasted stainless steel.",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392-gr-st-sca-c9.png,images_latest/br0392-gr-st-sca-c9.png
670,Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Red / Leather,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Red,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a red dial and is fitted a leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239-a6-1-h-ee.jpg,images_latest/ua8239-a6-1-h-ee.jpg
671,Apple,Watch,,Watch 38mm,2015,No,,Sapphire,Closed,Rectangular,33.30 mm,10.50 mm,,,,,,Processor,Apple,Apple Watch,Digital,,,18 h,,"Hours, Minutes, Seconds, World Time","The Apple Watch in 38mm has a stainless steel case with a ceramic back in 33.3x38.6mm at a height of 10.5mm. It is splash proof though not water resistant. The 'movement' has a power reserve of 18 hours, after which it can be recharged using a magnetic charging cable. The glass on the Apple Watch version is sapphire.

Synced with an iPhone, it keeps time to within 50 milliseconds of the definitive global time standard. The 'dial' can of course be customized. It features various sensors to keep track of health and activity.

Available in a wide range of versions, the current version of the Apple Watch has a stainless steel case and a supple French-made leather strap with so-called 'modern' buckle.",https://watchbase.r.sizr.io/watch/lg/apple/apple-watch/mjyk2ll-44.jpg,images_latest/mjyk2ll-44.jpg
672,Bell & Ross,Instruments,,BR 03 90 B-Rocket,2014 - 2016,"Yes, 500 units",Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Stick / Dot,Stick,Automatic,Soprod,9090,Analog,25.60 mm,28.0,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 03 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 03 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a stainless steel case and a matte black dial that's partially skeletonised . This model is fitted with a big date display and a power reserve indicator.
Reference BR0390-B-ROCKET",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0390-b-rocket-27.png,images_latest/br0390-b-rocket-27.png
673,Breitling,Transocean,,Transocean Chronograph 1461 Stainless Steel / Black / Bracelet,,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1931012-bb68-154a-cf.jpg,images_latest/a1931012-bb68-154a-cf.jpg
674,Breitling,Transocean,,Transocean Chronograph Red Gold / Black / Croco,2011,No,Red Gold,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","Transocean Chronograph

The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated fuselage carries onboard a high-performance “engine” in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.


REF. RB015212.BB16.737P",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/rb015212-bb16-737p-8e.jpg,images_latest/rb015212-bb16-737p-8e.jpg
675,Breitling,Transocean,,Transocean Chronograph Stainless Steel / Reverse Panda / Calf / Folding,2011,No,Stainless steel,Sapphire,Open,Round,43.00 mm,,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B01,Analog,,47.0,70 h,28800 bph,"Hours, Minutes, Small Seconds","The Transocean Chronograph reinterprets the pure design of the classic 1950s and 60s chronographs in a resolutely contemporary style. The slender, understated case of 43mm carries onboard a high-performance movement in the shape of Caliber 01, entirely developed and produced in the Breitling workshops. The dial is a model of clarity and readability featuring refined details such as applied hour-markers, finely recessed and snailed counters, as well as an 18K gold version of the B initial that served for many years as the brand symbol.

Ref. AB015212/BF26 has a black dial with contrasting sub dials.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/ab015212-bf26-436x-a20d-1-74.png,images_latest/ab015212-bf26-436x-a20d-1-74.png
676,Breitling,Transocean,,Transocean Chronograph 1461 Stainless Steel / Silver / Calf / Pin,,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1931012-g750-433x-ec.jpg,images_latest/a1931012-g750-433x-ec.jpg
677,Archimede,Pilot,,Pilot 45 KS Stainless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,45.00 mm,10.50 mm,,Black,,Arabic Numerals,Sword,Handwound,ETA,6498-1,Analog,36.60 mm,17.0,46 h,18000 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot 45 KS is powered by the hand-wound ETA 6498 movement, with small seconds at 6 o'clock. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel and measures 45mm across. The Pilot 45 KS is available with display back or - as an option - with a solid case back.

The catchy Pilot crown is designed for optimal usability, both when winding and while setting the time. The classic pilot's-style dial with luminous hands allows a clear time reading. 

Reference UA7949-H1.1 is fitted with a black leather strap",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7949-h1-1-22.jpg,images_latest/ua7949-h1-1-22.jpg
678,Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Calf / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-112x-r20d-1-89.png,images_latest/r4531012-bb70-112x-r20d-1-89.png
679,Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Calf / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-437x-a1.jpg,images_latest/a4531012-g751-437x-a1.jpg
680,Audemars Piguet,Jules Audemars,,Jules Audemars Minute Repeater Platinum / Blue Enamel,2017,No,Platinum,Sapphire,Open,Round,43.00 mm,13.15 mm,,Blue,Enamel,Mixed,Feuille,Automatic,Audemars Piguet,AP 2120,Analog,28.40 mm,36.0,40 h,19800 bph,"Hours, Minutes","The Audemars Piguet Jules Audemars 26590PT.00.D028CR.01 was introduced at SIHH 2017. Its movement and case construction together form a 'Supersonnerie' construction, enhancing the sound of the minute repeater. For this reference, the case is done in platinum and paired with a smoked blue enamel dial.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26590pt-00-d028cr-01-5f.png,images_latest/26590pt-00-d028cr-01-5f.png
681,Bell & Ross,Instruments,,BR 01 94 Yellow Chronograph,,No,Stainless steel,Sapphire,Closed,Square,46.00 mm,,,Black,,Mixed,Sword,Automatic,ETA,2894-2,Analog,28.00 mm,37.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a stainless steel case with matte black PVD finish, over-sized yellow Arabic numerals and a rubber strap. The three-counter chronograph movement is automatic and also features a date window at 4:30.
Reference BR0194-YELLOW",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0194yellow-7c.jpg,images_latest/br0194yellow-7c.jpg
682,Archimede,Pilot,,Pilot Chornograph Staineless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,42.00 mm,13.60 mm,,Black,,Arabic Numerals,Sword,Automatic,ETA,7750,Analog,30.00 mm,25.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot watch is powered by a Swiss Made Eta 7750 Elaboré automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel or black PVD finished by Ickler. The Pilot Chronograph is available with display back or - as an option - with a solid case back.

The catchy Pilot crown and the large pushers are designed for optimal usability. The classic pilot's-style dial with luminous hands allows a clear time reading. The date is discreetly shown at six o'clock.

Reference UA7939-C1.1 is fitted with a black leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7939-c1-1-1.jpg,images_latest/ua7939-c1-1-1.jpg
683,Audemars Piguet,Jules Audemars,,Jules Audemars 25984 Grande Complication Platinum Gold / White Breguet / Bracelet,,No,Platinum,Sapphire,Open,Round,42.00 mm,14.00 mm,,White,,Arabic Numerals,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52.0,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 25984PT.OO.1138PT.01 has a platinum gold case and a white dial with Breguet numerals. It is fitted with a flush fit platinum bracelet.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/25984pt-oo-1138pt-01-e0.png,images_latest/25984pt-oo-1138pt-01-e0.png
684,Audemars Piguet,Jules Audemars,,Jules Audemars 26353 Tourbillon Chronograph Openworked Platinum,,No,Platinum,Sapphire,Open,Round,41.00 mm,13.00 mm,,Skeleton,,Stick / Dot,Poire,Handwound,Audemars Piguet,AP 2889 SQ,Analog,30.50 mm,28.0,72 h,21600 bph,"Hours, Minutes, Small Seconds",The Jules Audemars 26353PT.OO.D028CR.01 has a platinum case and a 'Tuscany' blue dial. It is powered by the hand-wound caliber 2889SQ.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26353pt-oo-d028cr-01-db.png,images_latest/26353pt-oo-d028cr-01-db.png
685,Audemars Piguet,Jules Audemars,,Jules Audemars Minute Repeater Platinum / Black Enamel,2016,No,Platinum,Sapphire,Open,Round,43.00 mm,13.15 mm,,Black,Enamel,Mixed,Feuille,Automatic,Audemars Piguet,AP 2120,Analog,28.40 mm,36.0,40 h,19800 bph,"Hours, Minutes","The Audemars Piguet Jules Audemars 26590PT.OO.D002CR.01 was introduced at SIHH 2016. Its movement and case construction together form a 'Supersonnerie' construction, enhancing the sound of the minute repeater. For this reference, the case is done in platinum and paired with a black enamel dial.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26590pt-oo-d002cr-01-19.png,images_latest/26590pt-oo-d002cr-01-19.png
686,Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Rubber / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-278s-a20s-1-9.png,images_latest/a4531012-g751-278s-a20s-1-9.png
687,Breitling,Transocean,,Transocean Chronograph 1461 Red Gold / Bronze / Croco / Boutique,,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Bronze,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r19310c6-q601-739p-b.jpg,images_latest/r19310c6-q601-739p-b.jpg
688,Bell & Ross,Instruments,,BR 03 51 Carbon GMT,,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Automatic,Soprod,TT651,Analog,,21.0,42 h,28800 bph,"Additional 12 Hour Hand (adjustable), Hours, Minutes, Seconds","The Bell & Ross BR 03 51 Carbon GMT features a PVD-coated stainless steel case, housing the self-winding caliber TT651 with second time zone and big date.

Reference BR0351-GMT-CA",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0351gmtca-8e.png,images_latest/br0351gmtca-8e.png
689,Archimede,Pilot,,Pilot 45 Automatic Stainless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,45.00 mm,10.00 mm,,Black,,Arabic Numerals,Sword,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot 45 is powered byan automatic movement by Sellita. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel and measures 45mm across. The Pilot 45 KS is available with display back or - as an option - with a solid case back.

The catchy Pilot crown is designed for optimal usability, both when winding and while setting the time. The classic pilot's-style dial with luminous hands allows a clear time reading. 

Reference UA7949-A1.3 is fitted with a dark brown leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7949-a1-3-57.jpg,images_latest/ua7949-a1-3-57.jpg
690,Audemars Piguet,Millenary,,Millenary Hand-wound White Gold / Diamond,2017,No,White gold,Sapphire,Open,Oval,39.50 mm,9.80 mm,20.00 mm,Paved,,Arabic Numerals,Alpha,Handwound,Audemars Piguet,AP 5205,Analog,28.59 mm,19.0,49 h,21600 bph,"Hours, Minutes, Small Seconds","Hand-wound watch with small seconds. It has a 18-carat white gold case, a diamond-set bezel and lugs and the crown is set with a pink cabochon sapphire. 438 brilliant-cut diamonds; ~1.93 carats (case, buckle). 140 brilliant-cut diamonds; ~0.43 carats (dial, movement).

Reference 77249BC.ZZ.A102CR.01 has a diamond dial and is fitted a black alligator strap",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/77249bc-zz-a102cr-01-63.png,images_latest/77249bc-zz-a102cr-01-63.png
