google_link,basic_info_family,case_material,case_glass,case_back,case_shape,dial_color,dial_indexes,dial_hands,movement_display
gs://watches_draft_2/images_latest/r4531012-g752-732p-r20d-1-88.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-743p-r20ba-1-5.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-281s-a20d-2-41.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r1036012g722433x-e5.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb015212-g738-737p-17.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - White,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4131012c863223r-3f.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br01-skull-sk-fld-cf.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Silver,Mixed,dial hands - Proprietary ,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-437x-a20ba-1-37.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-112x-a20d-1-ec.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1931012-g750-154a-32.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-434x-r20d-1-56.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0196whst-73.jpg,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Silver,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/rb015212-c940-281s-17.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-109w-4d.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-434x-a20d-1-bf.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/25866or-oo-d002cr-02-96.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - White,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/rb015212-bb16-220r-b5.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-738p-a20d-1-7a.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-112x-r20d-1-39.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0194titanium-d1.png,Instruments,case material - Titanium,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/r4531012-g752-109w-r20ba-1-9b.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0197-bl-st-a8.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/26023pt-oo-1138pt-01-fb.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Sapphire,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a4531012-g751-745p-c7.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1631012bd15171a-4.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26344pt-oo-d002cr-01-64.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ua8239-a4-1-h-8b.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Green,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb0510u0-a733-441x-fc.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-732p-a20d-1-f5.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-109w-56.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-740p-a20d-1-4d.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-438x-r20d-1-e1.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r1931012-bc20-435x-c6.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15180or-oo-a102cr-01-44.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-738p-a20d-1-67.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26003or-oo-d002cr-01-a5.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a1036012ba91435x-5b.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-739p-ae.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-106w-ae.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15180or-oo-a088cr-01-94.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/r4531012-g752-438x-r20d-1-54.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-154a-f5.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u4-bb62-760p-91.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0392-gr-st-sca-c9.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Grey,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/br0390-b-rocket-27.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-154a-cf.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb015212-bb16-737p-8e.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-436x-a20d-1-74.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a1931012-g750-433x-ec.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua7949-h1-1-22.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-112x-r20d-1-89.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-437x-a1.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26590pt-00-d028cr-01-5f.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Blue,Mixed,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/br0194yellow-7c.jpg,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua7939-c1-1-1.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/25984pt-oo-1138pt-01-e0.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - White,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26353pt-oo-d028cr-01-db.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Skeleton,StickDot,dial hands - Poire,Analog
gs://watches_draft_2/images_latest/26590pt-oo-d002cr-01-19.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Black,Mixed,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a4531012-g751-278s-a20s-1-9.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0351gmtca-8e.png,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua7949-a1-3-57.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-279s-a20d-2-51.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua7949bm-h1-1-4c.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ab015212-g724-105x-a20ba-1-2d.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-731p-r20ba-1-b7.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8239-a3-1-h-f2.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/77244bc-gg-1272bc-01-48.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Blue,StickDot,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/a1931012-bb68-743p-97.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-744p-r20d-1-1d.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-737p-a20ba-1-fc.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8239-a2-1-h-6f.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-731p-r20ba-1-13.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-433x-a20ba-1-a2.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-436x-a20d-1-aa.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0194red-bc.jpg,Instruments,case material - Stainless steel,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-731p-a20ba-1-d5.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26380or-oo-d088cr-01-98.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/rb015253-g738-737p-c7.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26145or-oo-d093cr-01-55.png,Millenary,case material - Pink gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/26153or-oo-d088cr-01-c9.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Black,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ab0510u0-a790-443x-c4.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-435x-r20ba-1-72.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-737p-a20ba-1-9f.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-279s-a20d-2-37.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-433x-29.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb0510u5-bc39-760p-6.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012bb69435x-81.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-738p-a20d-1-37.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15320bc-oo-d093cr-01-bc.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Blue,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ua7949-a1-2-e.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua8239-a1-1-h-14.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - White,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua7939b-c1-1-eb.jpg,Pilot,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,Arabic Numerals,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/r4531012-g752-744p-r20d-1-a9.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-435x-r20ba-1-b9.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/15350st-oo-d002cr-01-d1.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Black,Roman Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-436x-a20d-1-2a.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-154a-33.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb0510u5-bc39-256s-74.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ua8239s-a2-1-h-d0.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-740p-a20d-1-8e.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u0-a790-760p-e0.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26069pt-oo-d028cr-01-5a.png,Millenary,case material - Platinum,case glass - Sapphire,case back - Open,Oval,dial color - Skeleton,Arabic Numerals,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-732p-a20d-1-80.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-737p-r20ba-1-40.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-222a-57.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-738p-a20d-1-5a.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/25866pt-oo-d002cr-02-21.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Silver,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26390or-oo-d088cr-01-d5.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-731p-a20ba-1-2f.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26000pt-oo-d028cr-01-e2.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/26380bc-oo-d002cr-01-96.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-435x-da.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-737p-r20ba-1-72.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-434x-a20d-1-a.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0192-10th-ce-c9.png,Instruments,case material - Ceramic,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/ua8239s-a3-1-h-db.jpg,Outdoor,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,Arabic Numerals,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0390-pinkgold-87.png,Instruments,case material - Pink gold,case glass - Sapphire,case back - Closed,Square,dial color - Skeleton,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-737p-a20ba-1-22.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26023or-oo-1138or-01-7b.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - Sapphire,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-220r-1d.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a453109t-c921-154a-f9.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Blue,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-ba99-731p-a20ba-1-a.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u4b-b62-152a-ed.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-g752-433x-r20ba-1-ca.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab0510u4-be84-439x-49.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-732p-a20d-1-e8.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-435x-a20ba-1-3e.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-740p-a20d-1-1f.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4531012-g751-105x-a20ba-1-3d.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26344pt-oo-d028cr-01-8d.png,Jules Audemars,case material - Platinum,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-433x-a20ba-1-73.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/rb0510u0-a733-756p-49.jpg,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/77266bc-gg-a326cr-01-5f.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - Blue,StickDot,dial hands - Alpha,Analog
gs://watches_draft_2/images_latest/25984or-oo-1138or-01-a.png,Jules Audemars,case material - Pink gold,case glass - Sapphire,case back - Open,Round,dial color - White,Arabic Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a4531012-bb69-434x-a20d-1-87.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/br0392-bl-ce-c5.png,Instruments,case material - Ceramic,case glass - Sapphire,case back - Closed,Square,dial color - Black,Mixed,dial hands - Sword,Analog
gs://watches_draft_2/images_latest/15327bc-zz-d022cr-01-30.png,Millenary,case material - White gold,case glass - Sapphire,case back - Open,Oval,dial color - White,Roman Numerals,dial hands - Feuille,Analog
gs://watches_draft_2/images_latest/a4531012-g751-106w-53.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-bf26-278s-46.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/r4531012-bb70-433x-r20ba-1-20.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Black,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/26346bc-oo-d002cr-02-93.png,Jules Audemars,case material - White gold,case glass - Sapphire,case back - Open,Round,dial color - Skeleton,StickDot,dial hands - Poire,Analog
gs://watches_draft_2/images_latest/r4531012-g752-281s-r20d-3-96.png,Transocean,case material - Red Gold,case glass - Sapphire,case back - Closed,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/a4131012g757171a-bc.jpg,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Closed,Round,dial color - White,StickDot,dial hands - Stick,Analog
gs://watches_draft_2/images_latest/ab015212-g724-154a-58.png,Transocean,case material - Stainless steel,case glass - Sapphire,case back - Open,Round,dial color - Silver,StickDot,dial hands - Stick,Analog
